City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,nikolskoye,59.7035,30.7861,-0.060000000000002274,82,98,0.48,RU,1678017643
279,iralaya,15.0,-83.2333,24.360000000000014,85,6,4.67,HN,1678017643
280,east london,-33.0153,27.9116,29.110000000000014,67,14,10.25,ZA,1678017643
281,lebu,-37.6167,-73.65,14.760000000000048,86,1,6.97,CL,1678017354
282,balakhninskiy,58.0106,114.2769,-11.789999999999964,97,100,2.06,RU,1678017643
283,sept-iles,50.2001,-66.3821,-13.269999999999982,79,87,2.61,CA,1678017643
284,port hardy,50.6996,-127.4199,3.5500000000000114,76,100,4.35,CA,1678017643
285,abu samrah,35.3029,37.1841,24.410000000000025,20,38,1.81,SY,1678017644
286,mujiayingzi,42.1167,118.7833,7.490000000000009,30,46,3.79,CN,1678017644
287,axim,4.8699,-2.2405,30.350000000000023,62,42,3.21,GH,1678017644
288,kahului,20.8947,-156.47,22.129999999999995,91,26,2.24,US,1678017645
289,svetogorsk,61.1121,28.8632,-1.4599999999999795,81,97,0.89,RU,1678017645
290,mount gambier,-37.8333,140.7667,14.82000000000005,84,63,5.54,AU,1678017645
291,esperance,-33.8667,121.9,17.75,71,39,4.71,AU,1678017645
292,yantal,56.8471,105.2542,-10.620000000000005,92,100,3.67,RU,1678017646
293,grand gaube,-20.0064,57.6608,29.220000000000027,76,100,4.02,MU,1678017646
294,christchurch,-43.5333,172.6333,11.110000000000014,92,75,2.06,NZ,1678017643
295,senneterre,48.3835,-77.2328,-7.7999999999999545,98,100,0.94,CA,1678017646
296,los llanos de aridane,28.6585,-17.9182,19.860000000000014,79,40,3.6,ES,1678017646
297,raudeberg,61.9875,5.1352,1.5900000000000318,76,100,7.82,NO,1678017647
298,ballater,57.0493,-3.0402,7.1200000000000045,91,90,2.41,GB,1678017647
299,georgetown,5.4112,100.3354,29.970000000000027,66,20,1.54,MY,1678017647
300,buin,-33.7333,-70.75,25.060000000000002,26,0,0.8,CL,1678017647
301,lethem,3.3803,-59.7968,25.860000000000014,70,87,5.2,GY,1678017647
302,qaqortoq,60.7167,-46.0333,-0.13999999999998636,73,72,4.59,GL,1678017647
303,simpang,-1.2667,104.0833,23.74000000000001,90,83,1.58,ID,1678017648
304,yaan,7.3833,8.5667,37.32000000000005,32,86,1.8,NG,1678017648
305,ketchikan,55.3422,-131.6461,-4.229999999999961,79,14,3.45,US,1678017648
306,verkhoturye,58.8627,60.8054,-0.40999999999996817,95,100,2.17,RU,1678017616
307,mangai,-4.05,19.5333,37.28000000000003,32,87,0.71,CD,1678017649
308,husavik,66.0449,-17.3389,-2.9899999999999523,85,100,3.05,IS,1678017649
309,batemans bay,-35.7167,150.1833,22.28000000000003,91,51,2.02,AU,1678017649
310,el reno,35.5323,-97.955,10.740000000000009,87,0,8.23,US,1678017649
311,methoni,36.8197,21.7049,13.920000000000016,73,51,9.26,GR,1678017650
312,andilamena,-17.0167,48.5833,20.390000000000043,89,98,3.53,MG,1678017650
313,amarillo,35.222,-101.8313,5.689999999999998,61,35,2.24,US,1678017474
314,bose,45.4612,8.0137,14.57000000000005,54,37,1.67,IT,1678017650
315,chokurdakh,70.6333,147.9167,-42.73999999999998,100,27,1.49,RU,1678017650
316,longyearbyen,78.2186,15.6401,-18.089999999999975,65,75,5.14,SJ,1678017388
317,abong mbang,3.9833,13.1833,38.93000000000001,22,24,1.29,CM,1678017651
318,rawson,-43.3002,-65.1023,24.04000000000002,37,71,7.92,AR,1678017651
319,poum,-20.2333,164.0167,26.430000000000007,78,61,4.54,NC,1678017651
320,tautira,-17.7333,-149.15,26.450000000000045,80,73,7.01,PF,1678017651
321,baruun-urt,46.6806,113.2792,0.7600000000000477,42,40,1.78,MN,1678017652
322,pundaguitan,6.3711,126.1689,26.620000000000005,83,88,5.28,PH,1678017652
323,klerksdorp,-26.8521,26.6667,31.160000000000025,28,35,6.35,ZA,1678017616
324,rach gia,10.0167,105.0833,26.83000000000004,54,79,6.19,VN,1678017652
325,goderich,43.7501,-81.7165,2.170000000000016,99,100,6.97,CA,1678017652
326,te anau,-45.4167,167.7167,6.390000000000043,93,0,1.17,NZ,1678017652
327,oeiras do para,-2.0031,-49.8544,26.410000000000025,87,93,1.22,BR,1678017652
328,kununurra,-15.7667,128.7333,28.99000000000001,74,97,1.54,AU,1678017653
329,san patricio,28.017,-97.5169,18.910000000000025,89,51,2.82,US,1678017653
330,ulladulla,-35.35,150.4667,20.620000000000005,84,41,2.1,AU,1678017653
331,portales,34.1862,-103.3344,6.080000000000041,30,15,6.33,US,1678017653
332,anadyr,64.75,177.4833,-24.71999999999997,83,100,13.0,RU,1678017653
333,port-gentil,-0.7193,8.7815,30.980000000000018,70,40,7.2,GA,1678017654
334,evensk,61.95,159.2333,-24.96999999999997,95,100,2.7,RU,1678017357
335,khani,41.9563,42.9566,6.760000000000048,93,100,1.2,GE,1678017654
336,zyryanka,65.75,150.85,-37.74999999999997,100,72,0.9,RU,1678017654
337,cochrane,51.1834,-114.4687,-12.439999999999998,76,100,2.57,CA,1678017654
338,keti bandar,24.1447,67.4497,28.260000000000048,42,0,6.08,PK,1678017655
339,santo antonio do monte,-20.0872,-45.2936,22.150000000000034,75,100,2.24,BR,1678017655
340,aksha,50.2814,113.2867,-1.3100000000000023,52,99,3.96,RU,1678017655
341,howard springs,-12.497,131.047,28.950000000000045,90,65,3.63,AU,1678017655
342,hope,33.6671,-93.5916,10.04000000000002,95,0,2.08,US,1678017656
343,zeya,53.75,127.2667,-12.149999999999977,91,68,2.37,RU,1678017656
344,ponta do sol,32.6667,-17.1,23.170000000000016,78,72,2.77,PT,1678017656
345,arzni,40.2963,44.5966,12.830000000000041,47,94,4.57,AM,1678017656
346,walvis bay,-22.9575,14.5053,21.720000000000027,58,1,10.21,NA,1678017614
347,bonnyville,54.2668,-110.735,-27.129999999999967,100,56,0.66,CA,1678017656
348,iquitos,-3.7481,-73.2472,23.210000000000036,99,100,0.85,PE,1678017657
349,lubao,14.9167,120.55,23.210000000000036,71,42,2.32,PH,1678017657
350,dakar,14.6937,-17.4441,33.49000000000001,70,34,5.76,SN,1678017657
351,nyurba,63.2842,118.3319,-12.169999999999959,93,100,3.56,RU,1678017657
352,perth,-31.9333,115.8333,21.100000000000023,68,0,7.72,AU,1678017393
353,praia da vitoria,38.7333,-27.0667,16.53000000000003,76,45,9.78,PT,1678017657
354,hamilton,39.1834,-84.5333,4.32000000000005,82,5,1.25,US,1678017658
355,general roca,-39.0333,-67.5833,24.340000000000032,33,3,2.12,AR,1678017658
356,acajutla,13.5928,-89.8275,24.700000000000045,71,55,1.72,SV,1678017658
357,emba,48.8264,58.1442,0.5600000000000023,95,82,7.13,KZ,1678017658
358,rocky mount,35.9382,-77.7905,3.8100000000000023,93,0,0.0,US,1678017659
359,lazaro cardenas,17.9583,-102.2,20.460000000000036,89,84,2.1,MX,1678017659
360,tabou,4.423,-7.3528,30.340000000000032,63,35,2.34,CI,1678017659
361,turukhansk,65.8167,87.9833,-18.059999999999974,97,100,3.34,RU,1678017659
362,imbituba,-28.24,-48.6703,26.03000000000003,87,97,2.92,BR,1678017660
363,guerrero negro,27.9769,-114.0611,12.379999999999995,81,36,5.51,MX,1678017660
364,susangerd,31.5608,48.1831,29.29000000000002,15,0,1.65,IR,1678017660
365,shimoda,34.6667,138.95,6.170000000000016,90,100,6.72,JP,1678017660
366,colac,-38.3333,143.5833,16.760000000000048,91,100,6.01,AU,1678017660
367,sweetwater,25.7634,-80.3731,23.890000000000043,71,0,1.46,US,1678017660
368,cap malheureux,-19.9842,57.6142,28.04000000000002,76,100,4.02,MU,1678017661
369,popondetta,-8.7537,148.2534,23.25,97,100,1.38,PG,1678017661
370,yinchuan,38.4681,106.2731,11.760000000000048,15,63,1.06,CN,1678017661
371,stephenville,32.2207,-98.2023,12.650000000000034,87,0,2.57,US,1678017661
372,drovyanaya,51.5833,113.0333,-5.2099999999999795,80,100,3.27,RU,1678017661
373,santa rosa,14.3122,121.1114,25.620000000000005,74,4,6.67,PH,1678017661
374,babstovo,48.1167,132.4833,-1.669999999999959,90,43,3.4,RU,1678017662
375,caruray,10.3094,119.0128,24.310000000000002,85,62,2.97,PH,1678017662
376,sydney mines,46.2367,-60.2177,-3.4599999999999795,71,100,4.47,CA,1678017662
377,maridi,4.9158,29.4742,34.94,24,77,0.4,SS,1678017662
378,tuy hoa,13.0833,109.3,21.150000000000034,84,13,3.11,VN,1678017662
379,vardo,70.3705,31.1107,-6.009999999999991,73,75,3.09,NO,1678017662
380,pitimbu,-7.4706,-34.8086,28.840000000000032,65,20,5.04,BR,1678017663
381,lagoa,39.05,-27.9833,13.950000000000045,66,34,11.66,PT,1678017663
382,ilhabela,-23.7781,-45.3581,28.80000000000001,65,100,1.81,BR,1678017663
383,panama city,8.9936,-79.5197,25.720000000000027,73,72,1.65,PA,1678017663
384,kupang,-10.1667,123.5833,24.32000000000005,100,40,0.51,ID,1678017663
385,sitka,57.0531,-135.33,-7.0,72,0,3.92,US,1678017664
386,urucara,-2.5364,-57.76,25.07000000000005,93,88,1.6,BR,1678017664
387,flin flon,54.7682,-101.865,-26.48999999999998,99,18,2.54,CA,1678017664
388,san miguel,13.4833,-88.1833,21.600000000000023,84,24,1.01,SV,1678017664
389,kukmor,56.1855,50.8944,-0.339999999999975,92,100,7.4,RU,1678017664
390,wicklow,53.0,-6.4167,4.470000000000027,80,96,2.79,IE,1678017664
391,andrelandia,-21.7397,-44.3092,22.710000000000036,79,100,2.29,BR,1678017665
392,rapid valley,44.0625,-103.1463,-0.5,95,100,4.47,US,1678017665
393,hawick,55.4227,-2.7867,7.060000000000002,59,90,2.61,GB,1678017591
394,kosterevo,55.9299,39.6144,-1.6899999999999977,95,100,3.64,RU,1678017665
395,mocajuba,-2.5842,-49.5072,26.28000000000003,87,94,0.96,BR,1678017665
396,naze,28.3667,129.4833,14.090000000000032,56,3,2.89,JP,1678017665
397,bhatkal,13.9667,74.5667,30.79000000000002,53,0,2.62,IN,1678017665
398,bungu,-7.6337,39.0582,34.09000000000003,36,92,6.04,TZ,1678017665
399,chake chake,-5.2459,39.7666,31.890000000000043,46,80,6.88,TZ,1678017666
400,dalbandin,28.8947,64.4101,25.890000000000043,20,44,3.61,PK,1678017666
401,gaurnadi,22.9667,90.2333,29.53000000000003,24,1,2.46,BD,1678017666
402,neepawa,50.2289,-99.4664,-12.70999999999998,97,93,3.05,CA,1678017666
403,neiafu,-18.65,-173.9833,28.200000000000045,80,100,9.35,TO,1678017666
404,qui nhon,13.7667,109.2333,22.200000000000045,80,7,5.98,VN,1678017666
405,haines junction,60.7522,-137.5108,-31.919999999999987,100,53,0.86,CA,1678017666
406,monrovia,6.3005,-10.7969,26.870000000000005,66,17,2.71,LR,1678017472
407,labytnangi,66.6572,66.4183,-25.43999999999997,100,69,0.53,RU,1678017667
408,fallon,39.4735,-118.7774,-1.1599999999999682,54,29,5.53,US,1678017667
409,vao,-22.6667,167.4833,24.30000000000001,71,87,6.84,NC,1678017667
410,anloga,5.7947,0.8973,28.680000000000007,74,51,5.34,GH,1678017668
411,nhulunbuy,-12.2333,136.7667,27.340000000000032,89,75,6.17,AU,1678017668
412,coruripe,-10.1256,-36.1756,29.470000000000027,58,4,5.15,BR,1678017668
413,shache,38.4167,77.2406,15.430000000000007,24,38,1.29,CN,1678017668
414,gazanjyk,39.2446,55.5154,19.79000000000002,43,48,4.22,TM,1678017669
415,toora-khem,52.4675,96.11,-12.449999999999989,91,73,0.63,RU,1678017669
416,nha trang,12.25,109.1833,24.0,80,31,4.88,VN,1678017597
417,mana,5.6592,-53.7767,25.970000000000027,83,78,5.04,GF,1678017669
418,maryborough,-25.5333,152.7,21.140000000000043,78,0,2.19,AU,1678017669
419,itapetininga,-23.5917,-48.0531,24.0,78,25,3.26,BR,1678017669
420,tomatlan,19.9333,-105.25,15.420000000000016,87,100,0.89,MX,1678017669
421,atar,20.5169,-13.0499,31.260000000000048,13,0,4.82,MR,1678017670
422,buala,-8.145,159.5921,25.77000000000004,83,100,3.08,SB,1678017670
423,honiara,-9.4333,159.95,25.210000000000036,84,51,2.99,SB,1678017670
424,ambulu,-8.345,113.6058,25.110000000000014,90,99,2.88,ID,1678017670
425,saint-pierre,-21.3393,55.4781,28.28000000000003,83,100,2.06,RE,1678017670
426,ilam,26.9167,87.9167,20.160000000000025,49,66,0.9,NP,1678017670
427,la ronge,55.1001,-105.2842,-24.879999999999967,97,66,3.35,CA,1678017670
428,belmonte,-15.8631,-38.8828,26.07000000000005,80,68,0.52,BR,1678017671
429,amurzet,47.6967,131.0981,0.05000000000001137,87,87,3.75,RU,1678017671
430,carmen,18.6333,-91.8333,24.02000000000004,94,0,0.0,MX,1678017671
431,balikpapan,-1.2675,116.8289,26.55000000000001,89,20,1.54,ID,1678017671
432,xining,36.6167,101.7667,7.0400000000000205,25,87,2.17,CN,1678017671
433,iwanai,42.9744,140.5089,-0.12000000000000455,86,6,1.91,JP,1678017672
434,paamiut,61.994,-49.6678,-0.2799999999999727,65,94,4.77,GL,1678017672
435,jadu,31.953,12.0261,12.550000000000011,40,9,4.6,LY,1678017672
436,kidal,18.4411,1.4078,35.64000000000004,8,96,5.56,ML,1678017672
437,volchikha,52.0333,80.3833,-0.3599999999999568,99,100,3.16,RU,1678017672
438,salta,-24.7859,-65.4117,20.879999999999995,86,11,0.75,AR,1678017601
439,lata,40.1629,-8.3327,12.260000000000048,71,92,3.41,PT,1678017672
440,aklavik,68.2191,-135.0107,-32.42999999999998,98,8,3.1,CA,1678017673
441,namibe,-15.1961,12.1522,25.52000000000004,58,4,4.96,AO,1678017673
442,klaksvik,62.2266,-6.589,4.510000000000048,89,99,3.44,FO,1678017447
443,padang,-0.9492,100.3543,28.03000000000003,86,87,0.9,ID,1678017673
444,pervomayskaya,43.4033,45.5261,8.890000000000043,71,40,2.0,RU,1678017673
445,narsaq,60.9167,-46.05,9.120000000000005,68,53,4.49,GL,1678017674
446,vila velha,-20.3297,-40.2925,28.30000000000001,66,0,4.63,BR,1678017495
447,karratha,-20.7377,116.8463,30.060000000000002,67,30,7.74,AU,1678017674
448,alofi,-19.0595,-169.9187,27.730000000000018,79,100,6.67,NU,1678017674
449,marilia,-22.2139,-49.9458,23.510000000000048,84,1,2.1,BR,1678017674
450,mendi,-6.1761,143.6513,12.850000000000023,98,99,1.3,PG,1678017674
451,black diamond,47.3087,-122.0032,1.8100000000000023,87,100,0.89,US,1678017675
452,grajau,-5.8194,-46.1386,26.689999999999998,81,42,1.14,BR,1678017675
453,kihei,20.785,-156.4656,21.58000000000004,92,18,0.53,US,1678017675
454,jaisinghnagar,23.7,81.3833,31.920000000000016,16,10,2.13,IN,1678017675
455,yeppoon,-23.1333,150.7333,23.879999999999995,73,0,5.92,AU,1678017675
456,paoua,7.2427,16.4406,40.450000000000045,9,32,2.52,CF,1678017675
457,grimmen,54.1121,13.0405,4.430000000000007,56,93,5.56,DE,1678017675
458,athabasca,54.7169,-113.2854,-20.159999999999968,98,85,1.81,CA,1678017676
459,grindavik,63.8424,-22.4338,5.260000000000048,93,75,5.66,IS,1678017676
460,ust-maya,60.4167,134.5333,-21.44999999999999,100,100,0.79,RU,1678017676
461,chute-aux-outardes,49.1168,-68.399,-8.159999999999968,81,99,3.32,CA,1678017676
462,carutapera,-1.195,-46.02,27.129999999999995,87,86,3.11,BR,1678017676
463,saint-francois,46.4154,3.9054,5.930000000000007,70,75,1.54,FR,1678017676
464,buraydah,26.326,43.975,32.25,13,77,4.92,SA,1678017440
465,tamandare,-8.7597,-35.1047,28.670000000000016,67,25,4.37,BR,1678017677
466,aranos,-24.1333,19.1167,31.360000000000014,13,0,2.74,NA,1678017677
467,pasir gudang,1.4584,103.8805,26.110000000000014,83,75,4.12,MY,1678017677
468,havre-saint-pierre,50.2334,-63.5986,-11.0,82,29,5.36,CA,1678017677
469,mackay,-21.15,149.2,23.160000000000025,73,18,4.68,AU,1678017677
470,luquillo,18.3725,-65.7166,26.060000000000002,77,19,5.0,PR,1678017677
471,kanniyakumari,8.0833,77.5667,28.840000000000032,69,84,8.4,IN,1678017677
472,kamennomostskiy,44.2983,40.1856,12.110000000000014,56,86,3.39,RU,1678017677
473,hino,35.6731,139.4003,11.220000000000027,75,100,2.68,JP,1678017678
474,bhadrachalam,17.6667,80.8833,35.80000000000001,15,0,0.48,IN,1678017678
475,bratsk,56.1325,101.6142,-8.729999999999961,95,96,1.85,RU,1678017457
476,hami,42.8,93.45,11.910000000000025,24,2,2.98,CN,1678017678
477,statesboro,32.4488,-81.7832,11.379999999999995,71,0,1.54,US,1678017678
478,gazojak,41.1875,61.4036,17.620000000000005,34,100,4.37,TM,1678017678
479,coxim,-18.5067,-54.76,26.24000000000001,75,12,1.46,BR,1678017678
480,tuscaloosa,33.2098,-87.5692,7.340000000000032,93,0,1.84,US,1678017679
481,marsabit,2.3284,37.9899,28.77000000000004,30,86,8.59,KE,1678017679
482,sliven,42.6858,26.3292,10.79000000000002,56,64,1.14,BG,1678017679
483,chivasso,45.1894,7.8872,15.760000000000048,52,0,2.06,IT,1678017679
484,burns lake,54.2331,-125.7533,-23.349999999999966,96,67,1.4,CA,1678017679
485,gidam,18.9833,81.4,33.39000000000004,12,0,0.65,IN,1678017679
486,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.359999999999985,84,8,3.62,RU,1678017630
487,jiangkou,25.4872,119.1986,14.0,58,0,3.91,CN,1678017679
488,godalming,51.1846,-0.6173,6.2000000000000455,72,75,2.57,GB,1678017620
489,san carlos,9.6612,-68.5827,26.620000000000005,60,88,2.34,VE,1678017680
490,okhotsk,59.3833,143.3,-18.569999999999965,95,100,2.3,RU,1678017680
491,temecula,33.4936,-117.1484,8.650000000000034,93,100,0.45,US,1678017680
492,sur,22.5667,59.5289,28.08000000000004,47,10,3.15,OM,1678017680
493,isangel,-19.55,169.2667,25.450000000000045,88,20,3.66,VU,1678017680
494,bollnas,61.3482,16.3946,-2.109999999999957,74,100,3.45,SE,1678017423
495,ambilobe,-13.2,49.05,27.170000000000016,83,100,3.01,MG,1678017681
496,ancud,-41.8697,-73.8203,14.460000000000036,96,100,3.53,CL,1678017681
497,winchester,51.0651,-1.3187,5.7900000000000205,63,40,2.57,GB,1678017615
498,innisfail,-17.5333,146.0333,24.610000000000014,89,99,2.89,AU,1678017681
499,dudinka,69.4058,86.1778,-23.669999999999987,98,100,3.2,RU,1678017681
500,puerto del rosario,28.5004,-13.8627,19.860000000000014,73,20,2.57,ES,1678017649
501,sorland,67.667,12.6934,-0.07999999999998408,53,100,9.05,NO,1678017681
502,srednekolymsk,67.45,153.6833,-40.579999999999984,100,8,1.7,RU,1678017681
503,diego de almagro,-26.3667,-70.05,18.840000000000032,56,66,0.58,CL,1678017682
504,bairiki,1.3292,172.9752,26.680000000000007,80,83,1.65,KI,1678017682
505,atambua,-9.1061,124.8925,23.07000000000005,89,93,0.78,ID,1678017682
506,beatrice,40.2681,-96.747,4.5400000000000205,65,100,7.2,US,1678017682
507,talnakh,69.4865,88.3972,-23.339999999999975,99,100,2.54,RU,1678017682
508,tela,15.7833,-87.45,21.629999999999995,88,40,2.12,HN,1678017682
509,hovd,48.0056,91.6419,0.09000000000003183,37,42,0.19,MN,1678017682
510,taoudenni,22.6783,-3.9836,31.629999999999995,10,75,4.29,ML,1678017683
511,panaba,21.2833,-88.2667,20.58000000000004,96,18,3.11,MX,1678017683
512,bowen,-20.0167,148.2333,25.640000000000043,78,53,5.82,AU,1678017683
513,shieli,44.1667,66.75,14.760000000000048,45,52,6.57,KZ,1678017683
514,tambopata,-12.7333,-69.1833,23.33000000000004,99,100,0.3,PE,1678017683
515,visnes,59.3556,5.2242,3.2100000000000364,52,20,7.72,NO,1678017683
516,dingle,10.9995,122.6711,23.80000000000001,82,57,5.59,PH,1678017683
517,wajima,37.4,136.9,5.400000000000034,66,52,2.21,JP,1678017684
518,catamarca,-28.4696,-65.7852,28.760000000000048,52,50,3.58,AR,1678017684
519,puerto escondido,15.85,-97.0667,22.460000000000036,88,0,3.6,MX,1678017684
520,sri aman,1.2376,111.4621,23.600000000000023,97,100,0.69,MY,1678017684
521,ndele,8.4109,20.6473,41.58000000000004,6,59,2.52,CF,1678017684
522,yerbogachen,61.2767,108.0108,-13.639999999999986,83,90,5.05,RU,1678017685
523,kaduqli,11.0167,29.7167,40.01000000000005,7,3,1.29,SD,1678017685
524,pavino,59.1139,46.1414,-2.819999999999993,95,100,4.12,RU,1678017685
525,bhor,18.1667,73.85,32.879999999999995,16,11,2.47,IN,1678017685
526,acari,-15.4311,-74.6158,24.200000000000045,78,100,0.96,PE,1678017685
527,phibun mangsahan,15.2447,105.2291,26.78000000000003,40,0,8.7,TH,1678017685
528,changji,44.0167,87.3167,1.4399999999999977,75,44,2.0,CN,1678017685
529,jacqueville,5.2052,-4.4146,27.879999999999995,75,27,3.07,CI,1678017686
530,tokat,40.4167,36.5833,7.3700000000000045,73,100,3.52,TR,1678017639
531,port hedland,-20.3167,118.5667,30.03000000000003,79,9,8.75,AU,1678017686
532,lorengau,-2.0226,147.2712,27.620000000000005,78,100,3.37,PG,1678017686
533,tran,42.8353,22.6517,7.32000000000005,51,55,3.97,BG,1678017686
534,katherine,-14.4667,132.2667,29.180000000000007,65,100,4.12,AU,1678017686
535,verkhoyansk,67.5447,133.385,-23.279999999999973,99,100,0.66,RU,1678017687
536,pierre,44.3683,-100.351,0.5100000000000477,92,100,8.05,US,1678017687
537,albanel,48.8832,-72.4487,-5.589999999999975,94,99,0.62,CA,1678017687
538,darnah,32.767,22.6367,17.07000000000005,54,70,11.31,LY,1678017687
539,bilma,18.6853,12.9164,37.410000000000025,7,54,2.73,NE,1678017687
540,umm lajj,25.0213,37.2685,27.629999999999995,55,92,3.26,SA,1678017656
541,coahuayana,18.7333,-103.6833,18.870000000000005,76,100,1.05,MX,1678017687
542,omboue,-1.5746,9.2618,28.439999999999998,75,100,3.93,GA,1678017687
543,taurage,55.2522,22.2897,1.900000000000034,48,100,5.5,LT,1678017688
544,porto velho,-8.7619,-63.9039,23.99000000000001,97,100,0.84,BR,1678017688
545,tucumcari,35.1717,-103.725,7.75,44,0,5.14,US,1678017688
546,lagos,6.5833,3.75,32.18000000000001,52,86,3.75,NG,1678017417
547,nizhnevartovsk,60.9344,76.5531,-6.989999999999952,86,100,3.0,RU,1678017408
548,ascension,30.2169,-90.9001,13.0,84,0,1.54,US,1678017689
549,fortuna,40.5982,-124.1573,4.189999999999998,93,100,3.13,US,1678017689
550,borogontsy,62.6683,131.1683,-13.439999999999998,96,99,2.89,RU,1678017555
551,det udom,14.906,105.0784,27.640000000000043,33,0,5.73,TH,1678017689
552,ahmadpur sial,30.6754,71.7483,30.03000000000003,19,1,2.32,PK,1678017689
553,porto nacional,-10.7081,-48.4172,26.879999999999995,81,19,0.61,BR,1678017690
554,nizhniy kuranakh,58.8353,125.4869,-8.389999999999986,92,100,5.37,RU,1678017690
